user,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
17687,11,10,4,4,32,15,1,52,5,1,3,4,7,22,6,11,3,0
17705,75,43,3,8,66,46,0,57,23,1,56,8,24,20,29,77,5,6
17721,27,27,10,8,18,13,0,21,15,0,1,1,5,7,14,9,3,2
17724,9,32,42,42,25,7,0,22,27,1,0,19,2,16,7,6,1,0
17726,74,53,11,13,60,49,1,81,23,2,8,7,17,25,43,62,12,5
17738,14,10,2,2,17,12,3,20,6,2,4,0,5,4,9,16,1,1
17746,30,17,4,4,19,18,0,8,5,2,3,1,8,3,16,24,1,2
17748,72,60,14,13,90,35,0,93,29,4,29,5,20,39,99,64,6,3
17755,12,10,0,0,13,27,1,50,1,0,1,0,5,4,2,26,4,1
17758,11,16,6,13,70,12,1,60,14,0,0,6,1,47,3,8,5,1
17763,56,39,7,6,67,28,2,91,14,1,9,3,21,68,29,69,7,1
17764,4,10,3,1,33,14,9,102,16,7,16,3,18,18,19,25,6,2
17767,27,22,3,7,14,16,0,38,3,0,2,4,4,6,14,19,10,2
17773,16,26,5,10,9,3,1,27,8,1,0,5,4,6,3,5,6,1
17776,27,16,5,5,11,7,0,16,10,1,3,1,9,6,19,21,2,1
17778,29,18,2,2,17,37,0,69,6,0,4,0,8,11,12,36,13,4
17781,83,46,18,6,73,60,9,189,28,4,57,7,47,37,60,111,18,10
17782,26,18,1,2,39,31,2,101,12,3,0,3,17,34,12,31,12,7
17784,13,10,2,4,21,14,2,67,4,1,0,7,7,20,2,18,9,3
17785,75,61,17,17,58,47,6,116,29,4,13,7,23,31,43,60,15,16
17799,55,34,7,9,53,55,1,107,9,1,7,7,23,38,20,64,10,2
17808,44,46,20,19,76,25,4,89,23,1,7,9,16,37,34,40,8,0
17813,22,14,5,3,22,14,0,29,10,1,8,4,12,14,7,23,3,0
17818,139,84,13,26,169,93,2,234,43,1,58,12,39,73,53,147,36,15
17821,13,13,4,3,26,14,0,28,6,1,1,2,5,10,7,16,7,1
17826,39,24,2,1,9,8,0,26,6,0,8,1,2,8,23,20,11,0
17831,31,28,13,18,38,14,0,53,15,0,5,8,9,28,22,18,8,1
17834,13,5,0,0,12,26,2,71,1,3,8,0,15,9,12,29,8,6
17838,131,129,22,29,140,71,2,235,52,1,22,17,41,98,95,124,27,9
17840,38,47,14,22,28,9,0,34,21,0,3,12,2,18,23,16,3,1
17842,123,98,45,31,86,92,21,197,49,5,18,5,50,42,78,120,30,10
17849,37,34,6,8,15,8,0,23,7,0,0,0,5,7,19,14,2,1
17851,158,137,41,45,130,50,2,141,79,3,113,20,56,45,150,162,12,2
17852,21,13,2,1,22,25,0,40,3,10,11,1,11,11,27,35,5,2
17856,31,13,2,4,41,48,3,92,6,2,8,2,15,30,11,55,12,0
17857,40,41,12,14,73,17,0,48,15,3,4,5,15,25,24,32,8,9
17863,23,18,11,7,23,34,1,83,14,3,7,3,22,13,22,37,16,3
17864,9,17,13,15,26,12,1,39,12,0,2,7,4,17,7,13,6,1
17871,78,41,3,8,149,105,18,254,24,5,26,10,44,64,37,126,24,5
17877,212,133,35,27,121,120,4,223,56,3,16,8,44,53,80,168,34,7
17880,21,22,8,6,19,6,0,17,8,1,1,2,5,7,14,14,2,0
17882,12,10,1,3,46,23,0,64,6,0,7,4,8,26,12,22,3,1
17884,6,10,6,5,16,2,3,36,5,0,1,2,3,12,3,7,4,0
17888,150,103,37,25,143,88,0,179,56,5,32,7,48,74,80,142,15,3
17891,26,19,2,2,30,21,0,35,3,0,1,1,8,16,7,37,2,1
17898,16,14,6,6,12,7,0,18,14,1,15,1,6,7,16,18,1,0
17903,33,35,15,25,97,42,0,97,28,5,12,20,15,50,23,34,10,2
17906,51,48,24,20,44,46,0,61,24,3,6,3,25,13,25,51,6,1
17908,66,43,4,2,23,24,0,38,6,1,6,1,11,11,48,50,9,1
17909,39,14,1,1,21,30,0,51,4,1,4,0,7,15,7,31,18,2
17910,120,77,8,18,60,43,0,59,31,1,16,5,13,22,56,78,8,1
17918,98,86,31,31,169,108,25,343,52,19,26,20,51,105,55,109,41,11
17920,94,53,10,7,21,36,1,60,19,1,5,0,16,16,62,70,8,1
17929,18,9,0,2,7,18,0,29,5,0,7,1,10,2,11,30,1,0
17930,32,34,14,16,77,40,2,116,27,2,9,9,16,37,12,42,15,4
17935,37,20,2,2,15,20,0,21,9,1,11,0,13,2,20,32,4,1
17938,65,40,2,6,97,51,2,99,24,0,12,5,19,42,23,62,11,4
17940,75,52,4,3,54,43,2,49,13,1,14,6,9,6,42,57,7,6
17945,61,39,4,3,27,25,2,55,9,1,8,4,9,20,30,36,8,2
17954,39,31,9,11,27,12,0,26,18,0,5,4,6,9,23,28,5,1
17956,73,50,9,13,48,39,0,98,30,0,8,5,13,33,31,47,13,3
17958,61,34,0,2,24,48,1,65,5,2,5,0,12,12,24,48,11,2
17960,32,34,7,12,58,12,0,17,23,0,12,5,9,10,13,13,0,1
17961,45,52,31,36,96,34,3,127,32,2,10,18,17,60,20,48,11,1
17962,54,50,27,31,63,28,0,65,26,1,3,17,7,33,29,36,6,3
17963,44,51,26,18,39,23,2,41,21,2,6,4,7,8,24,29,7,7
17965,24,23,8,10,33,14,0,32,19,0,8,7,7,16,9,15,4,2
17967,20,14,1,1,14,20,0,33,6,1,2,0,14,5,19,24,2,1
17977,36,27,6,5,35,40,3,115,10,4,18,4,14,17,24,52,16,12
17979,27,21,4,4,13,25,0,36,5,0,2,0,9,8,9,27,3,0
17986,41,54,37,47,84,31,4,125,37,0,5,20,12,53,26,47,13,3
17988,202,144,21,31,137,81,5,217,45,6,33,11,42,77,99,167,51,13
17989,14,17,7,6,13,18,0,33,12,0,1,3,12,9,13,19,2,2
17996,19,27,7,4,73,39,23,146,16,24,20,11,28,39,26,52,24,3
18006,43,20,2,2,10,22,0,28,2,1,14,0,17,4,43,52,5,1
18007,14,20,15,8,28,14,3,42,16,3,2,4,8,15,6,10,5,1
18010,133,97,27,22,121,85,6,154,48,5,19,13,40,57,60,108,19,7
18024,32,27,1,2,25,18,0,32,4,1,3,3,9,18,21,31,4,2
18027,113,91,30,26,141,52,1,187,56,6,22,7,40,79,88,89,13,4
18029,46,36,6,12,152,40,2,120,23,0,16,9,13,54,17,37,7,7
18036,23,17,8,9,23,32,0,54,7,1,4,0,10,12,11,26,4,3
18045,49,50,15,13,43,32,2,52,17,7,7,3,16,13,34,38,10,6
18059,33,14,1,1,13,35,0,58,8,4,8,1,14,8,15,42,7,7
18061,41,39,6,8,34,8,1,42,9,0,4,6,2,16,25,18,9,3
18064,23,33,41,27,44,17,4,76,26,2,13,8,14,15,26,30,5,4
18066,68,69,42,52,141,32,0,86,47,1,7,32,15,76,36,63,6,0
18067,2,2,0,2,31,4,0,25,2,0,1,1,1,29,2,2,2,1
18069,84,56,5,11,116,76,1,178,37,5,21,7,37,70,50,90,22,4
18071,25,19,6,7,48,18,1,41,16,1,8,8,12,18,27,30,1,1
18073,68,95,51,49,137,24,1,54,44,0,1,6,5,59,29,34,12,1
18075,42,25,5,2,18,32,0,34,9,2,3,1,9,13,16,36,8,1
18076,11,11,5,8,40,8,0,28,15,0,2,7,5,24,11,8,5,1
18078,6,20,18,24,34,6,1,36,17,0,0,23,4,20,5,11,2,3
18079,13,21,9,12,66,12,0,51,18,2,0,16,7,67,7,9,2,1
18083,46,34,10,15,41,32,2,86,18,1,15,8,16,27,23,47,13,0
18094,26,23,6,6,15,21,0,34,6,0,8,3,6,9,18,21,6,2
18095,18,21,10,4,7,7,1,23,12,0,2,0,5,9,17,14,1,0
18096,36,33,15,9,73,23,2,44,23,1,7,1,5,23,13,16,5,1
18098,12,5,1,0,14,15,1,36,1,1,1,1,4,8,3,13,2,1
18104,31,17,2,1,45,56,3,69,7,3,6,0,20,6,36,61,3,0
18105,11,5,0,0,37,23,0,57,6,4,3,1,11,24,4,29,2,1
18115,185,138,33,28,203,89,31,295,69,5,31,16,44,84,113,139,42,26
18117,39,20,3,1,27,43,4,74,9,4,12,2,19,6,26,53,12,3
18119,24,33,21,30,65,17,0,46,33,0,7,14,7,38,12,24,2,0
18122,15,14,0,4,41,4,0,110,8,0,2,3,5,51,6,11,17,3
18126,36,23,0,0,5,18,0,26,6,0,2,0,7,5,13,29,8,4
18127,21,14,3,5,15,11,1,26,7,1,3,1,6,6,9,16,4,0
18133,115,69,7,9,180,93,10,214,43,2,31,8,35,68,57,110,32,8
18138,120,82,16,23,248,149,37,392,50,24,78,23,65,128,77,196,27,19
18142,28,21,9,6,66,44,1,107,14,1,5,7,19,38,25,49,8,4
18145,31,26,11,11,49,20,1,53,16,0,4,6,11,24,17,30,6,1
18149,25,17,2,3,20,19,1,54,9,1,2,3,7,13,8,23,11,1
18152,49,33,6,0,20,46,2,111,15,7,19,2,39,15,73,92,2,7
18162,9,6,0,0,16,24,1,72,0,3,3,0,12,9,3,27,5,2
18164,26,19,8,9,18,17,0,39,15,0,3,1,10,18,6,24,4,1
18165,27,15,4,7,48,10,0,30,3,0,5,9,2,27,12,21,0,1
18177,34,32,4,11,19,6,0,12,17,1,1,0,5,2,15,15,6,0
18178,20,14,1,2,12,20,2,41,3,5,6,0,11,7,10,26,12,2
18182,18,23,5,7,18,9,0,20,9,0,2,1,4,7,17,10,3,1
18183,112,56,2,4,22,38,0,39,15,1,5,0,7,10,37,65,11,3
18185,35,39,21,17,40,25,0,42,21,1,9,7,9,13,22,25,8,1
18191,119,115,26,37,112,61,6,225,49,7,35,22,36,60,70,114,23,26
18192,121,78,33,26,65,49,1,66,26,1,14,6,19,16,63,73,18,3
18193,17,13,11,1,28,42,3,110,12,4,12,1,23,15,14,43,10,3
18194,56,38,13,10,53,39,0,113,12,1,5,3,22,48,46,67,13,1
18196,46,25,4,5,31,21,0,69,20,0,87,2,15,11,35,69,7,1
18197,81,71,14,18,57,32,1,47,25,0,0,6,12,30,46,52,8,3
18198,26,19,1,2,34,4,0,27,8,1,0,2,2,37,16,21,0,0
18200,80,60,7,12,52,26,0,76,19,0,6,4,9,23,45,58,19,3
18202,36,31,9,9,39,31,2,56,19,4,20,2,25,18,25,49,2,1
18205,5,6,1,2,30,12,0,36,4,0,4,0,6,15,6,15,3,0
18215,59,27,3,2,26,31,0,31,10,1,4,1,12,4,23,40,6,1
18216,156,114,24,20,94,63,8,153,47,4,50,6,44,36,167,149,20,8
18219,48,16,2,1,14,36,0,33,6,1,9,0,9,2,13,53,7,0
18221,47,28,6,6,35,31,3,47,10,1,8,2,9,11,22,37,4,1
18222,53,49,12,19,65,35,4,114,22,4,13,9,27,55,36,62,10,6
18223,22,19,4,5,18,18,0,31,8,1,3,2,9,7,13,23,4,0
18224,34,31,7,5,34,19,1,35,14,1,1,6,5,10,19,18,10,1
18228,78,33,7,5,80,66,6,104,12,2,35,3,37,25,25,117,10,3
18232,21,15,0,0,22,22,0,57,5,1,3,0,12,20,10,30,10,2
18241,9,9,3,3,24,6,0,23,8,0,8,3,5,19,11,9,2,1
18250,121,88,24,22,123,97,6,207,34,1,17,5,33,52,62,130,26,4
18252,13,12,6,6,18,19,0,36,8,0,5,1,8,6,9,14,5,3
18259,62,35,2,4,40,45,0,56,7,1,4,3,14,13,31,53,8,4
18260,55,49,24,16,67,18,6,39,18,0,1,7,4,6,25,29,13,3
18280,110,102,30,39,205,84,7,191,61,10,38,22,38,64,73,96,16,9
18282,19,16,0,2,33,10,2,31,5,1,4,2,5,22,11,18,1,2
18295,69,51,7,5,109,25,0,27,11,1,0,5,6,28,19,39,5,4
18297,63,31,6,7,38,39,0,56,17,0,16,6,7,13,25,60,4,2
18298,16,20,8,13,29,6,0,43,16,1,1,9,7,23,5,8,7,0
18300,97,100,83,51,105,40,22,145,68,1,32,7,38,53,84,79,17,4
18306,41,32,12,17,28,17,0,23,21,0,2,1,7,18,16,31,3,0
18309,53,45,10,11,43,18,4,47,24,0,9,5,6,22,31,33,2,4
18310,18,19,4,6,44,34,8,88,8,2,8,4,15,25,7,31,11,1
18311,127,109,20,25,72,58,0,121,40,2,3,6,28,47,69,97,15,9
18313,56,50,10,15,42,19,1,42,25,0,7,6,8,21,34,38,8,0
18316,19,11,2,0,41,28,3,40,4,0,1,2,4,4,1,20,1,2
18319,103,141,57,93,203,92,14,338,80,23,31,51,50,127,64,111,50,32
18322,20,19,14,4,26,31,14,68,17,3,7,4,20,17,19,39,6,1
18323,39,41,9,6,42,29,1,79,19,7,5,2,16,22,29,40,11,2
18327,18,19,6,6,14,13,5,29,7,0,3,1,3,9,6,9,8,2
18334,89,60,6,8,85,60,11,149,28,17,9,8,30,45,33,66,28,14
18338,101,77,7,15,110,71,4,173,51,7,37,7,32,46,69,95,11,6
18341,34,33,7,10,79,23,4,49,16,2,12,6,11,22,27,28,7,3
18345,12,15,5,7,30,16,3,32,9,1,2,2,11,10,7,22,5,0
18348,49,71,31,46,132,28,3,82,48,1,12,36,15,47,43,30,11,1
18350,17,9,2,2,13,25,1,37,4,2,7,1,17,8,6,30,3,0
18352,3,5,0,2,23,8,1,28,4,0,2,4,0,16,1,5,5,0
18354,70,73,25,32,224,79,42,405,42,32,23,32,55,168,24,101,40,31
18357,28,14,0,2,16,16,2,36,2,1,3,0,5,10,14,28,6,0
18359,8,19,11,12,29,8,0,52,14,0,0,10,3,26,12,8,9,1
18363,18,19,4,5,63,25,9,101,9,7,1,8,19,41,2,22,14,7
18365,46,36,11,13,54,42,3,112,19,9,16,7,25,28,16,48,22,9
18366,15,13,3,4,35,19,2,54,7,0,5,0,7,15,11,12,4,2
18368,27,48,23,17,155,54,5,217,43,4,10,14,30,78,24,54,22,5
18369,36,28,2,2,7,6,0,12,14,0,6,0,7,3,30,27,2,0
18371,88,63,21,19,55,57,7,131,27,2,7,4,25,42,45,66,25,19
18372,98,56,10,16,72,65,2,158,18,2,16,11,23,43,37,96,27,12
18375,31,29,5,7,31,13,0,36,15,0,1,8,7,16,22,15,2,0
18389,70,76,26,20,38,13,0,31,35,0,3,5,7,12,37,23,6,2
18390,252,203,108,109,294,123,6,254,105,1,49,49,32,97,108,180,19,6
18393,20,19,7,11,43,10,4,54,11,0,3,8,3,28,13,17,4,2
18395,13,11,1,4,14,21,0,61,3,0,1,4,6,14,6,20,5,2
18396,4,7,0,0,11,8,6,54,10,1,4,0,7,7,6,13,8,0
18398,94,76,14,13,114,66,0,250,36,5,31,14,32,76,51,85,47,16
18403,19,22,8,14,16,3,1,53,12,1,0,12,4,18,3,8,23,4
18406,68,95,67,81,74,23,4,91,57,0,2,33,9,25,27,24,17,6
18415,55,36,9,11,125,83,32,299,22,3,6,21,28,90,23,101,30,7
18416,29,21,0,3,39,27,2,73,6,1,1,3,7,27,7,32,5,1
18421,45,42,16,11,31,18,0,38,40,1,16,7,10,16,31,26,3,0
18437,47,14,1,0,3,21,0,21,2,0,0,0,8,0,13,33,6,1
18438,163,92,21,19,79,79,0,120,27,1,30,3,38,39,81,125,14,3
18439,7,15,16,24,21,5,0,23,17,0,7,16,3,14,6,13,1,0
18447,153,94,26,24,63,50,3,73,34,1,34,3,20,17,114,122,3,2
18448,21,10,6,7,19,22,1,33,6,1,1,5,9,9,9,27,4,2
18452,8,4,1,3,22,9,0,19,6,1,3,1,6,8,7,13,1,0
18455,61,51,10,12,35,30,3,55,23,6,8,2,12,14,32,48,8,3
18456,35,35,14,10,52,24,5,54,11,0,3,10,9,26,29,22,6,2
18459,46,37,5,6,15,10,0,17,12,0,4,2,7,7,22,28,1,0
18470,9,13,8,8,30,9,0,46,6,0,1,5,3,22,4,13,5,1
18473,30,16,3,4,13,19,0,41,9,0,6,1,10,12,9,21,7,1
18479,55,57,5,4,63,17,3,68,17,2,12,5,13,14,72,34,23,5
18493,38,50,30,34,56,11,0,41,40,0,11,24,9,29,25,23,3,0
18494,63,39,9,10,60,43,0,65,16,2,7,3,17,35,21,56,8,8
18495,19,14,3,3,18,13,1,23,4,0,10,0,5,4,18,23,3,2
18496,132,121,41,48,179,57,19,158,81,3,57,35,47,60,130,115,6,7
18497,34,19,10,7,33,44,3,51,12,1,8,2,15,8,17,46,4,1
18504,15,6,1,1,10,16,0,24,5,2,8,0,11,2,5,19,2,1
18505,19,7,1,2,13,17,2,23,2,0,3,1,10,4,14,22,4,1
18508,39,16,1,3,28,20,0,47,15,0,38,2,18,12,19,59,5,1
18511,3,5,1,0,13,13,1,36,2,0,0,0,2,8,3,9,4,1
18515,54,48,30,21,78,57,9,225,45,8,13,10,36,56,31,73,18,3
18516,38,31,12,10,54,31,0,67,22,3,10,1,14,20,18,37,7,1
18517,26,18,4,2,13,16,2,30,11,1,6,1,10,8,18,25,5,1
18522,30,26,6,5,34,14,0,23,10,2,4,2,6,8,13,16,5,2
18527,19,14,5,3,25,12,1,20,6,1,1,3,4,8,8,14,2,0
18528,113,102,12,19,87,59,2,135,41,2,19,6,31,39,73,91,28,5
18531,33,14,3,5,23,21,0,35,20,2,18,1,12,8,20,39,3,1
18540,77,58,13,13,124,116,6,240,31,23,21,19,58,72,32,108,26,16
18543,114,88,17,18,145,45,11,105,74,3,162,13,51,39,94,149,6,1
18547,13,8,1,2,14,11,2,28,3,0,3,3,3,3,6,13,5,2
18554,22,23,1,5,42,21,7,53,8,3,2,4,9,13,8,21,3,6
18572,15,19,5,6,21,10,0,16,11,1,1,4,3,5,6,10,2,0
18574,25,14,4,1,73,33,9,83,15,0,7,6,12,33,12,37,6,1
18581,54,48,10,11,70,38,11,94,28,1,8,7,11,29,22,35,13,4
18585,14,10,2,0,16,13,0,34,7,1,0,1,5,11,12,15,4,0
18588,48,44,14,23,77,36,9,114,20,4,11,7,9,39,26,42,13,8
18592,198,165,32,64,276,86,1,191,71,1,38,30,30,103,94,134,23,19
18599,64,50,15,21,90,40,0,61,17,0,17,2,20,19,45,65,5,5
18607,37,28,2,2,15,15,0,21,8,1,6,1,12,6,20,26,5,0
18611,142,96,25,29,171,85,11,334,68,5,33,22,40,147,70,130,31,8
18624,19,16,5,1,21,14,6,63,12,5,5,0,15,9,34,26,7,0
18627,33,40,21,24,127,44,12,168,28,1,13,19,14,67,29,50,9,4
18628,41,20,9,7,59,52,25,169,9,5,10,8,15,44,16,59,13,3
18630,21,29,10,16,31,25,0,48,18,1,2,6,13,14,14,23,8,1
18631,22,12,0,1,4,11,0,30,5,0,1,0,6,7,11,20,7,0
18634,16,36,8,14,73,31,20,235,22,4,8,15,17,62,9,28,29,5
18639,25,21,5,2,6,8,1,18,9,1,1,1,6,4,13,15,4,1
18641,9,5,2,1,25,23,1,46,3,0,1,2,7,11,5,17,8,1
18642,13,5,2,2,15,16,0,27,3,0,1,1,6,6,6,17,3,0
18647,25,21,6,8,24,18,2,37,10,1,3,5,11,13,20,25,7,0
18655,60,36,0,0,29,18,0,28,12,1,8,2,11,9,32,39,3,2
18670,35,25,9,10,44,44,2,79,20,3,5,8,11,29,12,38,9,2
18671,51,94,62,86,107,13,1,26,59,0,4,15,8,11,32,18,4,2
18675,62,67,7,13,66,26,2,95,20,0,23,1,15,42,33,61,11,4
18676,24,17,3,4,22,12,0,15,4,0,2,2,7,12,10,22,0,2
18687,27,36,24,22,36,7,5,44,13,0,2,3,8,16,26,15,6,0
18692,62,35,4,0,43,56,4,151,18,6,20,1,32,32,44,84,19,4
18693,30,17,2,2,28,28,0,53,12,1,10,2,10,11,21,28,6,2
18694,17,13,1,4,14,12,0,21,6,1,4,1,4,10,7,14,4,0
18697,55,52,45,17,42,23,1,98,29,2,12,2,16,37,51,39,9,2
18699,30,23,2,0,13,11,0,17,9,0,1,2,5,10,12,17,4,1
18706,85,84,64,35,271,92,49,345,52,7,25,25,44,116,59,103,25,9
18709,32,29,10,12,54,35,2,107,23,2,10,13,25,39,26,45,13,5
18711,114,88,19,22,161,105,24,229,37,6,29,10,45,57,89,118,25,7
18712,63,36,5,6,45,32,7,68,10,2,9,0,14,17,30,48,13,3
18719,18,14,4,2,24,6,1,19,6,1,7,2,9,8,15,18,3,2
18723,21,9,4,4,17,12,0,28,8,0,2,0,4,8,3,17,5,2
18728,50,59,26,32,52,27,1,68,20,9,2,13,19,23,26,30,15,15
18735,93,58,6,8,43,34,1,66,24,1,31,1,12,22,63,62,15,3
18743,22,24,6,3,22,23,2,49,7,7,7,2,15,13,12,21,13,2
18744,34,31,7,7,63,37,4,68,12,2,16,5,12,19,18,39,12,6
18754,42,31,4,8,42,45,4,88,16,1,7,4,18,21,16,53,13,3
18756,104,63,11,10,84,111,10,203,34,20,13,11,55,54,49,111,20,11
18758,64,53,5,8,75,50,1,116,16,2,12,4,22,42,31,67,23,11
18760,9,4,0,2,22,22,3,63,5,1,4,2,5,15,7,18,6,0
18765,19,17,5,10,60,26,12,104,12,2,1,4,6,37,7,16,3,2
18770,51,42,5,7,35,23,1,42,17,0,17,1,8,4,29,45,7,1
18771,16,10,0,1,6,10,1,26,3,0,9,2,7,0,20,22,5,0
18773,69,41,2,3,8,20,4,63,17,1,18,1,29,13,96,76,7,1
18784,16,12,3,3,27,13,0,54,6,1,3,4,7,41,3,17,5,0
18786,38,24,4,2,35,23,3,39,9,4,5,1,8,17,19,28,2,2
18791,43,25,4,3,20,20,1,49,5,1,7,3,4,9,14,25,15,4
18794,18,14,10,8,28,8,0,9,7,0,1,1,1,6,7,7,3,1
18796,4,5,1,3,19,3,1,34,2,0,6,0,5,16,2,12,1,1
18803,104,59,6,4,44,57,0,93,31,5,40,1,31,14,75,97,10,5
18805,11,8,1,1,10,15,0,31,2,0,2,0,8,7,10,21,5,0
18807,78,53,2,2,14,14,1,38,4,2,10,0,11,6,103,57,3,1
18808,58,24,3,3,42,54,0,81,11,3,3,2,21,24,24,66,10,4
18814,27,20,2,4,24,26,0,46,8,1,5,1,10,17,13,25,6,0
18815,40,47,20,22,96,35,0,95,23,4,4,11,13,49,24,39,7,8
18818,29,15,1,1,5,16,3,30,2,0,6,0,8,3,12,24,9,2
18820,37,35,14,20,119,41,0,104,27,0,6,17,15,71,22,40,9,3
18821,19,11,1,0,15,13,0,26,1,0,2,0,6,10,9,24,4,1
18824,29,18,4,6,14,15,0,48,11,0,2,0,7,14,11,22,10,0
18826,27,26,5,10,37,17,5,48,17,0,7,2,7,17,15,26,13,0
18827,44,27,7,3,16,26,0,25,9,0,2,0,7,3,15,30,3,0
18830,43,30,10,9,17,16,0,28,11,0,0,0,11,6,29,32,4,1
18838,47,31,5,7,87,41,3,76,14,1,16,6,16,19,21,41,9,5
18841,25,24,10,17,40,14,0,45,21,3,1,20,10,22,17,20,10,4
18846,5,10,3,9,31,12,3,73,5,0,1,17,4,25,3,9,6,2
18852,19,7,1,1,9,15,0,27,3,1,7,0,8,5,7,22,8,3
18854,44,43,19,18,145,121,25,296,20,36,12,17,46,74,16,118,22,16
18856,23,14,5,5,28,13,0,23,5,0,1,2,4,8,6,11,4,1
18858,60,41,9,7,99,90,1,193,31,8,20,6,44,59,39,98,15,5
18862,22,15,3,3,22,15,1,18,3,1,0,1,1,7,10,15,3,1
18871,17,21,18,11,51,23,1,75,21,6,8,7,19,24,14,35,4,1
18877,67,56,9,23,223,97,9,271,37,6,17,15,39,124,30,100,18,5
18886,17,12,3,4,40,30,2,53,5,2,6,1,7,19,6,23,7,1
18900,116,106,27,21,148,107,17,219,45,17,24,11,56,58,101,142,15,9
18904,23,21,9,14,48,20,1,76,14,0,11,6,13,30,19,29,5,2
18906,85,55,23,7,46,66,4,161,41,6,24,0,50,41,79,107,4,6
18907,383,207,37,54,293,199,2,334,85,4,49,14,73,109,125,343,39,13
18909,23,46,51,62,53,11,0,42,35,0,12,27,13,22,17,24,2,0
18910,25,10,0,1,34,41,9,95,4,2,7,1,19,14,10,40,15,2
18913,39,25,6,8,28,42,6,70,10,4,5,2,13,16,21,46,9,2
18915,53,41,16,16,64,28,0,44,23,0,9,4,17,33,24,53,4,0
18929,35,30,24,16,34,27,1,102,26,2,15,6,12,48,27,35,4,4
18932,99,92,30,26,140,42,4,147,62,3,33,19,23,53,89,77,16,3
18936,24,30,18,11,24,18,2,51,20,4,4,0,12,10,21,18,9,1
18943,13,11,1,1,22,18,2,24,2,0,0,2,3,3,2,11,6,3
18944,34,24,2,2,27,12,0,28,5,0,3,0,5,18,26,25,8,2
18947,19,19,4,4,17,12,0,48,11,1,1,2,7,15,5,21,10,2
18951,43,56,13,16,82,36,4,64,32,1,7,12,6,15,28,30,11,3
18953,9,12,7,11,20,8,0,40,9,0,5,6,2,14,5,9,7,0
18955,29,13,3,4,65,40,1,97,7,3,5,0,22,45,17,51,6,1
18958,112,89,17,17,142,68,4,177,35,1,26,10,39,72,70,102,30,10
18960,54,39,4,8,77,44,1,64,26,0,22,3,17,26,30,56,5,0
18964,89,73,16,17,45,30,3,78,17,0,2,6,16,24,60,73,11,4
18965,29,11,4,2,21,47,2,65,4,3,9,2,16,6,8,47,6,1
18968,80,58,21,25,61,37,0,95,35,2,18,5,19,35,33,70,8,4
18977,70,39,14,11,33,44,2,67,19,3,7,1,22,10,30,60,13,4
18979,92,59,8,8,106,79,4,149,21,2,16,3,26,50,48,99,20,4
18989,32,16,3,1,18,21,0,22,9,1,7,1,11,6,20,26,3,0
18992,102,81,30,26,104,85,5,217,40,8,24,11,37,67,66,101,36,9
18997,27,20,2,1,16,15,0,31,8,1,1,0,6,5,13,15,4,2
18998,196,136,29,26,132,107,7,241,63,10,44,7,80,50,119,181,32,8
19006,79,76,14,17,30,16,0,30,28,0,5,6,9,20,47,42,3,3
19010,32,27,11,15,66,46,6,126,22,6,5,14,28,43,13,61,12,6
19018,42,32,6,4,40,37,5,92,8,1,12,1,14,13,15,46,20,11
19020,132,63,0,1,17,20,0,29,15,0,26,1,9,4,107,73,5,0
19033,22,16,1,3,20,14,0,25,8,1,4,1,4,13,9,18,1,0
19035,38,67,58,64,101,33,7,109,52,4,12,36,19,59,29,31,10,7
19039,40,44,21,29,134,58,6,198,40,1,33,19,30,98,35,68,11,2
19042,70,54,10,9,52,24,0,25,18,1,11,2,11,10,40,38,1,1
19043,26,18,3,3,6,18,0,23,6,0,0,0,7,4,11,17,4,1
19046,37,25,10,14,48,50,9,136,18,15,16,12,25,36,22,48,18,9
19049,8,5,3,5,27,32,0,100,5,1,0,3,14,35,4,29,6,1
19051,44,23,5,2,39,35,0,67,9,1,1,1,14,20,19,33,10,1
19052,17,11,3,5,15,22,0,26,4,0,2,1,7,5,5,22,4,1
19054,7,12,3,5,36,5,0,34,13,0,1,8,2,37,0,6,4,0
19058,13,15,4,6,21,9,0,24,11,0,4,1,5,16,6,15,1,1
19063,32,27,16,8,11,15,0,32,19,0,4,1,11,7,24,22,3,2
19066,98,56,2,6,74,127,43,307,14,10,28,3,48,44,61,147,34,14
19076,48,27,10,6,30,63,0,95,10,3,6,0,19,13,20,52,19,8
19096,28,20,5,3,23,8,0,14,13,0,5,1,3,6,18,12,2,0
19098,39,31,7,8,20,28,1,43,6,2,5,2,13,8,18,38,13,0
19101,32,17,4,1,20,7,0,13,7,0,6,0,4,10,10,17,2,1
19104,104,88,22,33,149,57,4,101,45,1,21,15,15,46,39,63,16,8
19107,25,23,6,7,48,19,1,82,14,2,16,7,23,30,23,40,3,1
19108,24,43,21,29,87,27,2,101,32,1,9,17,11,37,17,20,8,0
19114,76,44,4,2,24,33,0,51,12,2,6,1,8,10,35,44,10,12
19121,26,13,1,2,9,13,0,18,7,1,2,0,10,6,11,24,3,1
19124,24,16,2,2,31,19,10,82,8,0,4,2,13,24,19,24,7,3
19135,24,8,0,1,14,26,1,23,2,0,1,1,11,3,8,24,3,5
19138,36,43,14,15,18,8,0,20,13,0,1,4,6,12,22,18,3,0
