writer,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
nm0517216,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
nm0517452,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0517589,6,6,2,3,1,0,0,9,1,0,1,1,1,0,2,4,1,1
nm0517597,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0
nm0518836,0,1,1,1,3,2,0,2,1,0,0,0,0,1,0,0,0,0
nm0519671,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
nm0519731,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0520485,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0520488,1,1,3,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0
nm0520501,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
nm0521739,4,2,0,1,2,1,0,2,0,0,1,0,0,1,2,4,0,0
nm0522454,0,0,0,0,1,0,0,0,1,0,5,0,1,0,2,2,0,0
nm0523760,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0523932,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0
nm0524095,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
nm0524108,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0524190,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0
nm0524710,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2
nm0524924,5,2,0,0,0,2,0,2,0,0,0,0,2,0,0,5,0,0
nm0525067,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
nm0525104,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0525303,0,1,0,0,1,0,0,4,0,0,0,1,0,3,0,0,1,1
nm0526824,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
nm0527109,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
nm0527261,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
nm0527567,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0
nm0527581,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0
nm0527582,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0
nm0529450,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0530853,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0
nm0531269,0,1,0,0,4,2,0,3,0,0,1,0,0,2,0,0,1,0
nm0531335,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0531381,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
nm0531431,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0531792,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
nm0531878,1,0,0,0,0,0,0,4,0,0,2,0,1,1,1,2,1,0
nm0532030,0,0,0,0,1,1,0,3,0,1,0,0,1,2,0,1,0,0
nm0532032,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0
nm0532235,0,1,2,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1
nm0533241,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
nm0533284,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0533418,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0533745,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0
nm0534191,0,1,0,0,0,0,0,2,0,1,1,0,3,1,0,3,0,0
nm0534665,0,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,0,0
nm0534681,1,0,0,1,8,0,0,0,2,0,3,0,0,0,7,0,0,1
nm0534693,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,2
nm0535320,3,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0536056,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0536587,3,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0
nm0536941,0,2,0,2,1,2,0,7,1,1,1,1,0,1,0,2,1,0
nm0537363,13,14,0,1,1,1,0,2,1,1,0,1,2,1,0,16,0,0
nm0537784,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
nm0538320,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0
nm0540532,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
nm0540627,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
nm0540816,0,0,0,0,1,2,0,3,0,3,0,0,1,0,0,2,2,1
nm0541632,0,2,1,1,14,0,0,4,2,0,0,0,0,3,1,0,0,2
nm0541635,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0542062,3,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0
nm0542534,0,1,0,1,2,1,0,3,1,0,0,1,1,2,0,0,0,0
nm0542539,5,5,0,0,1,1,0,2,1,0,0,0,0,1,2,3,1,0
nm0542554,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
nm0542970,1,1,0,0,2,0,0,1,1,0,4,0,1,0,0,3,1,0
nm0543283,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0544999,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0545861,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
nm0546140,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,2,0,0
nm0546640,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0547800,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0547966,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0549256,2,0,0,0,0,0,0,0,1,0,2,0,1,0,1,3,0,0
nm0549369,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0549393,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
nm0551076,3,2,0,0,0,0,0,3,0,0,2,0,0,0,1,3,1,0
nm0551358,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
nm0551376,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
nm0552731,0,0,0,0,0,1,1,3,0,0,0,1,0,1,0,0,0,0
nm0556571,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
nm0556856,3,2,4,0,1,2,0,2,0,0,0,0,1,0,3,1,1,0
nm0556945,0,0,0,0,1,0,0,5,0,0,0,1,0,3,0,0,0,0
nm0557895,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0558435,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
nm0558533,0,2,1,1,3,0,0,0,1,0,0,0,0,1,2,0,0,0
nm0558577,5,1,0,0,0,0,0,6,2,0,8,0,3,2,7,7,0,0
nm0558923,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0558953,0,2,0,3,0,0,0,3,2,0,1,0,0,0,2,1,0,0
nm0560329,1,6,11,11,2,2,0,7,2,0,0,6,0,4,0,0,0,0
nm0560469,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0560857,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0
nm0560894,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0560943,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0560945,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
nm0561359,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0
nm0561813,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
nm0561938,0,0,0,0,5,0,0,1,1,0,0,0,0,2,0,0,0,0
nm0562346,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0
nm0562372,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,2,0
nm0562554,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
nm0562577,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0
nm0562606,4,2,0,0,0,1,0,7,0,0,0,0,1,0,0,0,3,0
nm0563240,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
nm0563243,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0563301,1,0,0,1,7,1,0,0,0,0,2,0,0,1,2,0,0,0
nm0563397,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0
nm0564286,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0
nm0564319,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
nm0564496,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0564586,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
nm0564827,0,1,1,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0
nm0564970,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,0,0,0
nm0565092,0,1,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0,1
nm0565336,0,1,1,1,2,0,0,4,0,0,0,0,0,1,0,0,0,0
nm0565886,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
nm0566100,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
nm0566407,1,3,3,4,2,0,0,0,2,0,0,3,0,3,0,0,0,0
nm0566595,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
nm0566699,1,0,0,0,0,0,0,0,0,0,11,0,1,0,1,3,0,0
nm0567112,1,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0567620,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0567780,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
nm0568313,0,0,1,1,1,0,0,0,2,0,1,1,0,0,0,1,0,0
nm0568416,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0
nm0568490,0,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
nm0568605,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0
nm0569199,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0569210,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
nm0569606,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0569790,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0
nm0569891,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0570130,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1
nm0570190,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
nm0570912,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0571072,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0571346,2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0
nm0571650,0,1,0,0,1,0,0,2,3,0,0,0,0,0,1,1,0,0
nm0571706,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0572151,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
nm0572352,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0
nm0573505,0,1,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,2
nm0574005,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
nm0574509,0,1,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0
nm0575293,1,5,7,7,2,0,0,2,0,0,0,5,0,2,0,0,0,0
nm0575523,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0575804,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0
nm0576046,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0576070,0,0,0,1,4,0,0,1,0,0,0,3,0,1,1,0,1,0
nm0576228,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
nm0576362,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
nm0576548,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0577477,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
nm0578011,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0
nm0578483,1,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,1,0
nm0579466,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0579954,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0
nm0580648,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
nm0581224,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
nm0582481,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0
nm0583292,2,2,1,0,1,0,0,3,0,0,0,1,2,3,4,3,0,0
nm0583600,1,0,0,1,9,0,0,1,0,0,0,0,0,5,0,1,0,0
nm0583675,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
nm0583826,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0
nm0585150,1,3,5,5,2,2,0,2,0,0,0,2,0,0,0,0,0,0
nm0585151,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0
nm0586005,2,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
nm0586235,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0
nm0586482,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
nm0587429,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
nm0587518,6,1,0,0,2,3,0,4,1,0,0,0,0,0,0,3,3,2
nm0587692,7,5,0,0,5,1,0,0,1,0,0,0,0,1,2,3,0,1
nm0588082,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0588087,1,1,3,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0
nm0588340,11,1,3,0,1,6,0,3,2,1,0,0,1,0,3,5,2,0
nm0589182,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0589316,2,3,1,1,1,1,0,1,1,0,0,1,0,3,0,0,0,0
nm0589614,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
nm0590122,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0590316,0,0,7,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0
nm0590813,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0
nm0590889,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0591160,4,1,0,0,0,4,0,3,0,0,1,0,0,0,5,4,0,0
nm0591612,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0591774,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
nm0593463,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0
nm0593477,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0
nm0593856,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
nm0594503,3,10,16,5,3,1,0,8,12,0,0,0,1,5,2,0,0,0
nm0595590,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
nm0595738,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0596208,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
nm0596850,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0597574,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0
nm0598531,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0599393,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0
nm0599844,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0599924,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
nm0600546,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,0,0,0
nm0600763,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
nm0600872,2,1,1,0,0,1,0,0,1,0,2,0,1,0,1,1,0,0
nm0600972,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
nm0601619,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,1,0
nm0601822,3,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,1,0
nm0601859,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,0
nm0601881,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1
nm0603179,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
nm0604448,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0604526,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0
nm0604555,7,1,0,0,0,5,0,4,1,0,0,0,1,0,0,6,0,0
nm0604688,1,0,0,0,0,0,0,2,0,0,2,0,1,0,1,4,0,0
nm0604948,1,0,0,0,0,1,0,8,1,0,0,0,0,1,0,1,0,0
nm0605479,1,0,2,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0
nm0606251,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0
nm0606407,1,1,3,3,1,1,0,1,0,0,0,2,0,1,0,0,0,0
nm0606439,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
nm0606688,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
nm0607694,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2
nm0607876,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0
nm0609236,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
nm0609549,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0
nm0609600,0,2,2,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0
nm0610115,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0
nm0610219,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0
nm0610246,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
nm0610831,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0611848,1,0,0,0,3,2,0,1,0,0,0,0,1,1,1,1,0,0
nm0612239,0,2,3,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0
nm0612487,1,1,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0
nm0613444,2,1,4,0,0,1,0,2,0,0,1,0,1,1,2,1,0,0
nm0613609,1,1,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0
nm0613848,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0614682,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0614742,1,3,6,4,0,1,0,3,1,0,0,1,0,1,0,0,0,0
nm0614775,3,1,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0
nm0615556,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0615780,1,5,9,9,4,1,0,0,4,0,0,6,0,4,1,0,0,0
nm0616152,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0
nm0617130,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,0,0
nm0617504,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
nm0618603,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0618680,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0
nm0619547,0,1,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0
nm0619762,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
nm0620363,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
nm0620378,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,2,0,0
nm0622112,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,0
nm0622251,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0622288,5,1,0,0,5,3,0,3,0,0,0,0,0,3,1,2,0,0
nm0622540,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0622695,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0
nm0623768,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0624102,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0625198,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,0,0
nm0625458,0,0,0,1,4,0,0,5,1,0,0,0,0,2,0,0,0,0
nm0625789,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0626686,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0627159,5,1,0,0,0,4,0,3,0,0,1,0,0,0,6,4,0,0
nm0628058,3,3,0,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0
nm0628174,3,3,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0
nm0628285,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
nm0628305,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2
nm0628599,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0628838,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0629272,2,1,0,0,3,2,0,5,1,0,0,0,0,2,4,3,1,0
nm0629580,1,2,0,0,2,1,0,3,0,1,0,0,1,3,0,0,2,2
nm0629615,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0
nm0629734,0,1,2,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0
nm0629933,2,1,0,0,0,0,0,6,0,0,0,1,0,3,0,0,0,0
nm0630437,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0630453,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
nm0632893,0,2,2,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0
nm0633730,2,2,3,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0
nm0633792,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
nm0634240,5,2,0,0,0,5,0,3,1,0,0,0,4,0,4,4,0,0
nm0634300,2,1,0,0,0,2,0,2,0,0,0,0,2,0,2,2,0,0
nm0635079,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0635488,0,1,2,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0
nm0635565,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
nm0636002,1,0,0,0,1,0,0,5,0,1,0,1,1,2,2,2,2,0
nm0636236,0,3,4,4,2,0,0,1,1,0,0,1,0,0,0,0,0,1
nm0636260,0,2,1,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0
nm0637491,1,1,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0
nm0637497,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
nm0637615,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,2,0,0
nm0637793,1,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,1,3
nm0638913,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0639321,11,3,1,0,2,1,0,1,0,0,10,0,0,0,14,6,0,0
nm0639328,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0
nm0639335,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
nm0639434,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0
nm0640334,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
nm0640976,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0641199,1,0,0,0,1,1,0,2,0,0,0,2,1,1,0,0,1,1
nm0641479,0,1,0,0,3,0,0,2,3,0,0,0,0,2,0,0,0,0
nm0641710,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nm0643315,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nm0643973,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
nm0644048,0,0,0,0,0,0,0,3,0,2,0,0,1,1,0,2,0,0
nm0644203,3,2,2,2,10,1,0,2,3,0,0,0,0,2,2,1,0,1
nm0644823,6,5,0,0,1,1,0,12,1,1,0,0,0,0,0,4,3,1
nm0645766,0,1,3,0,2,0,0,1,1,0,0,0,0,1,2,0,0,0
nm0647592,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0
nm0647615,1,1,0,2,4,0,0,0,0,0,0,0,0,1,1,1,0,0
nm0647939,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
nm0649097,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
nm0649183,0,0,0,0,4,0,0,1,0,0,0,2,0,3,0,0,0,0
nm0649191,3,3,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
nm0649460,9,5,0,0,0,0,0,2,0,0,0,0,0,0,7,4,0,2
nm0650036,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
nm0650089,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0
nm0650276,1,1,1,1,2,1,0,4,1,0,1,1,0,1,0,0,0,0
nm0650561,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nm0651585,0,0,0,1,0,0,0,4,0,0,1,1,0,1,0,0,2,0
nm0651758,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
nm0651900,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0
nm0651915,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
nm0653693,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
nm0654830,0,0,0,0,1,1,0,3,0,0,0,1,2,1,0,1,0,0
nm0654868,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
nm0655683,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0
nm0656528,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0
nm0657333,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
nm0657853,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
nm0659085,0,1,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0
nm0659380,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0
nm0659949,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
nm0660016,0,0,0,0,1,0,0,0,1,0,4,0,1,0,3,2,0,0
nm0660522,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
nm0661791,0,0,0,0,1,3,0,5,0,0,2,0,3,1,1,3,1,0
nm0661910,0,2,7,5,7,1,0,0,0,0,0,0,0,0,1,0,0,0
nm0662213,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0
nm0662529,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
